sep =|
LocationId|Location|Iso3|Iso2|LocationTypeId|IndicatorId|Indicator|IndicatorDisplayName|SourceId|Source|Revision|VariantId|Variant|VariantShortName|VariantLabel|TimeId|TimeLabel|TimeMid|CategoryId|Category|EstimateTypeId|EstimateType|EstimateMethodId|EstimateMethod|SexId|Sex|AgeId|AgeLabel|AgeStart|AgeEnd|AgeMid|Value
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|86|15|15|15|15|1.091
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|113|16|16|16|16|3.594
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|114|17|17|17|17|9.051
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|115|18|18|18|18|16.14
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|116|19|19|19|19|23.793000000000003
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|92|20|20|20|20|31.182000000000002
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|118|21|21|21|21|38.823
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|119|22|22|22|22|46.274
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|120|23|23|23|23|53.636
826|United Kingdom|GBR|GB|4|68|Fertility rates by age of mother (1-year)|Fertility rates by age of mother (1-year)|25|World Population Prospects|0|4|Median|Median|Median|72|2021|2021.5|0|Not applicable|1|Model-based Estimates|2|Interpolation|3|Both sexes|121|24|24|24|24|61.038000000000004
